customer_id,tenure_months,churn,contract_type,monthly_charges,support_tickets,payment_method,paperless_billing,partner,dependents,internet_service
CUST-11875,9,1,One year,145.66,1,Credit card (automatic),Yes,Yes,No,Fiber optic
CUST-11876,8,0,One year,125.56,3,Bank transfer (automatic),No,Yes,No,DSL
CUST-11877,12,1,One year,216.83,0,Credit card (automatic),Yes,Yes,Yes,DSL
CUST-11878,15,1,Month-to-month,78.07,0,Bank transfer (automatic),No,Yes,No,Fiber optic
CUST-11879,22,0,One year,150.14,0,Bank transfer (automatic),Yes,No,Yes,Fiber optic
CUST-11880,4,1,One year,61.41,1,Credit card (automatic),No,No,No,Fiber optic
CUST-11881,65,0,Two year,63.23,2,Credit card (automatic),Yes,No,No,Fiber optic
CUST-11882,25,0,One year,163.77,0,Electronic check,Yes,No,Yes,DSL
CUST-11883,27,1,One year,162.2,1,Electronic check,No,Yes,No,DSL
CUST-11884,3,1,Month-to-month,224.61,0,Electronic check,No,No,No,DSL
CUST-11885,5,1,Month-to-month,160.57,0,Electronic check,Yes,No,No,Fiber optic
CUST-11886,10,1,Month-to-month,240.96,2,Electronic check,Yes,No,No,Fiber optic
CUST-11887,2,1,Month-to-month,58.74,1,Electronic check,Yes,No,Yes,Fiber optic
CUST-11888,34,1,One year,68.6,2,Credit card (automatic),No,No,No,Fiber optic
CUST-11889,7,1,Two year,57.81,2,Credit card (automatic),No,No,No,Fiber optic
CUST-11890,1,1,Month-to-month,86.06,1,Electronic check,Yes,Yes,Yes,Fiber optic
CUST-11891,6,1,Month-to-month,157.25,1,Electronic check,Yes,No,No,Fiber optic
CUST-11892,27,1,Two year,178.11,1,Credit card (automatic),No,No,No,DSL
CUST-11893,13,0,Month-to-month,58.12,1,Credit card (automatic),Yes,Yes,Yes,DSL
CUST-11894,18,0,One year,238.19,0,Credit card (automatic),No,No,No,DSL
CUST-11895,11,1,One year,217.43,3,Credit card (automatic),Yes,No,Yes,Fiber optic
CUST-11896,2,1,One year,108.32,0,Bank transfer (automatic),Yes,No,No,No
CUST-11897,36,1,Month-to-month,64.44,2,Credit card (automatic),Yes,No,No,No
CUST-11898,3,1,Month-to-month,82.98,1,Credit card (automatic),Yes,No,Yes,Fiber optic
CUST-11899,20,0,Two year,74.39,5,Bank transfer (automatic),Yes,Yes,No,DSL
CUST-11900,34,1,One year,73.66,1,Bank transfer (automatic),No,Yes,Yes,No
CUST-11901,5,1,Month-to-month,152.71,2,Credit card (automatic),No,No,No,DSL
CUST-11902,33,0,One year,98.17,1,Credit card (automatic),No,No,No,Fiber optic
CUST-11903,7,1,Month-to-month,120.63,1,Electronic check,No,No,No,DSL
CUST-11904,6,1,One year,246.9,1,Credit card (automatic),Yes,Yes,Yes,DSL
CUST-11905,6,1,Month-to-month,185.86,1,Bank transfer (automatic),Yes,Yes,No,Fiber optic
CUST-11906,71,0,Two year,238.8,1,Credit card (automatic),No,No,No,No
CUST-11907,8,1,Month-to-month,77.51,0,Bank transfer (automatic),Yes,Yes,No,DSL
CUST-11908,2,1,Month-to-month,125.43,1,Credit card (automatic),Yes,No,No,Fiber optic
CUST-11909,4,1,Month-to-month,159.95,1,Bank transfer (automatic),Yes,No,Yes,DSL
CUST-11910,3,1,Month-to-month,64.35,2,Credit card (automatic),Yes,No,No,DSL
CUST-11911,12,1,Two year,49.84,0,Electronic check,Yes,Yes,No,Fiber optic
CUST-11912,30,1,Two year,183.09,2,Credit card (automatic),No,No,No,Fiber optic
CUST-11913,4,1,Month-to-month,177.36,2,Electronic check,No,No,No,No
CUST-11914,1,1,Month-to-month,131.16,1,Electronic check,No,Yes,No,DSL
CUST-11915,58,1,One year,146.93,1,Bank transfer (automatic),No,Yes,Yes,Fiber optic
CUST-11916,63,0,Two year,132.09,3,Electronic check,No,Yes,Yes,Fiber optic
CUST-11917,24,0,One year,53.8,3,Bank transfer (automatic),Yes,Yes,Yes,DSL
CUST-11918,12,1,Month-to-month,116.07,1,Electronic check,Yes,No,Yes,DSL
CUST-11919,1,1,Month-to-month,84.42,2,Electronic check,No,No,No,Fiber optic
CUST-11920,2,1,One year,68.68,0,Bank transfer (automatic),Yes,No,No,DSL
CUST-11921,4,1,Month-to-month,240.34,3,Credit card (automatic),Yes,No,No,Fiber optic
CUST-11922,4,1,One year,168.87,1,Credit card (automatic),Yes,No,No,Fiber optic
CUST-11923,2,1,Month-to-month,194.73,2,Credit card (automatic),Yes,Yes,No,DSL
CUST-11924,62,0,Two year,112.07,0,Credit card (automatic),Yes,No,No,Fiber optic
CUST-11925,2,1,Month-to-month,127.63,1,Bank transfer (automatic),Yes,No,No,No
CUST-11926,34,0,One year,96.38,1,Credit card (automatic),Yes,No,No,Fiber optic
CUST-11927,19,0,Month-to-month,68.39,2,Credit card (automatic),No,No,No,DSL
CUST-11928,41,0,One year,84.81,1,Bank transfer (automatic),Yes,No,Yes,Fiber optic
CUST-11929,8,1,Month-to-month,208.5,1,Electronic check,No,No,Yes,Fiber optic
CUST-11930,6,1,One year,184.51,3,Credit card (automatic),Yes,No,No,DSL
CUST-11931,51,0,One year,158.39,2,Bank transfer (automatic),Yes,Yes,No,DSL
CUST-11932,12,1,One year,144.02,1,Credit card (automatic),Yes,No,No,DSL
CUST-11933,11,0,One year,233.49,3,Bank transfer (automatic),Yes,No,No,DSL
CUST-11934,6,1,One year,63.55,2,Credit card (automatic),No,Yes,No,DSL
CUST-11935,34,0,Two year,105.12,0,Bank transfer (automatic),No,Yes,No,DSL
CUST-11936,28,0,Month-to-month,118.99,0,Bank transfer (automatic),No,No,No,DSL
CUST-11937,2,1,Two year,205.49,1,Electronic check,No,Yes,No,DSL
CUST-11938,1,1,Month-to-month,247.5,1,Electronic check,Yes,Yes,Yes,DSL
CUST-11939,2,1,Month-to-month,97.13,1,Credit card (automatic),Yes,No,No,No
CUST-11940,3,1,Month-to-month,223.86,1,Bank transfer (automatic),Yes,No,Yes,Fiber optic
CUST-11941,2,1,Month-to-month,215.12,1,Electronic check,Yes,No,No,DSL
CUST-11942,21,0,Two year,93.93,1,Electronic check,Yes,Yes,No,Fiber optic
CUST-11943,9,1,One year,128.87,3,Electronic check,Yes,Yes,No,Fiber optic
CUST-11944,16,0,Two year,130.93,1,Bank transfer (automatic),Yes,Yes,No,Fiber optic
CUST-11945,30,0,One year,244.64,2,Credit card (automatic),Yes,Yes,No,No
CUST-11946,7,1,Month-to-month,85.18,0,Credit card (automatic),Yes,Yes,No,DSL
CUST-11947,2,1,Month-to-month,208.83,0,Electronic check,No,No,No,DSL
CUST-11948,19,1,Month-to-month,115.84,0,Credit card (automatic),No,No,No,Fiber optic
CUST-11949,6,1,Month-to-month,195.17,3,Electronic check,No,Yes,No,DSL
CUST-11950,1,1,Month-to-month,133.0,2,Electronic check,No,Yes,No,No
CUST-11951,1,1,Month-to-month,164.67,1,Bank transfer (automatic),Yes,No,Yes,Fiber optic
CUST-11952,10,1,One year,215.52,0,Bank transfer (automatic),Yes,No,Yes,Fiber optic
CUST-11953,11,1,One year,209.83,0,Electronic check,Yes,Yes,No,Fiber optic
CUST-11954,9,0,Two year,222.28,2,Electronic check,No,No,No,DSL
CUST-11955,26,0,Two year,60.92,2,Electronic check,No,Yes,No,DSL
CUST-11956,29,0,One year,187.41,0,Credit card (automatic),Yes,Yes,No,DSL
CUST-11957,1,1,Month-to-month,77.0,2,Electronic check,Yes,Yes,No,DSL
CUST-11958,17,1,One year,132.16,2,Electronic check,No,No,No,Fiber optic
CUST-11959,29,0,Two year,158.72,1,Electronic check,Yes,Yes,No,DSL
CUST-11960,8,1,Month-to-month,129.55,1,Bank transfer (automatic),No,Yes,No,Fiber optic
CUST-11961,6,1,Month-to-month,152.92,2,Bank transfer (automatic),Yes,Yes,No,Fiber optic
CUST-11962,69,1,Two year,248.31,3,Credit card (automatic),Yes,No,No,DSL
CUST-11963,4,1,Month-to-month,76.04,3,Credit card (automatic),No,Yes,Yes,No
CUST-11964,3,1,One year,184.09,2,Bank transfer (automatic),No,Yes,Yes,DSL
CUST-11965,54,0,One year,128.2,2,Bank transfer (automatic),No,Yes,No,DSL
CUST-11966,3,1,Month-to-month,75.6,2,Electronic check,Yes,Yes,No,Fiber optic
CUST-11967,1,1,Month-to-month,80.75,2,Electronic check,Yes,No,No,Fiber optic
CUST-11968,1,1,Month-to-month,238.85,4,Credit card (automatic),No,Yes,No,Fiber optic
CUST-11969,4,1,Month-to-month,224.92,0,Electronic check,Yes,Yes,No,No
CUST-11970,3,1,Month-to-month,230.41,1,Credit card (automatic),Yes,No,No,No
CUST-11971,51,0,Two year,247.31,1,Credit card (automatic),No,Yes,No,No
CUST-11972,13,1,Month-to-month,90.66,0,Credit card (automatic),Yes,Yes,Yes,Fiber optic
CUST-11973,8,1,One year,120.09,1,Electronic check,Yes,Yes,Yes,DSL
CUST-11974,4,1,Month-to-month,182.84,3,Credit card (automatic),No,No,No,DSL
CUST-11975,27,1,Two year,145.76,2,Bank transfer (automatic),No,No,No,DSL
CUST-11976,4,1,Month-to-month,132.68,0,Electronic check,Yes,No,No,DSL
CUST-11977,7,1,Month-to-month,120.56,3,Credit card (automatic),Yes,No,No,DSL
CUST-11978,11,0,Two year,167.76,3,Electronic check,No,No,No,Fiber optic
CUST-11979,16,0,Two year,164.12,1,Electronic check,No,No,No,Fiber optic
CUST-11980,2,1,Month-to-month,81.29,4,Credit card (automatic),No,No,No,Fiber optic
CUST-11981,52,0,Two year,143.35,1,Electronic check,Yes,Yes,No,Fiber optic
CUST-11982,7,1,Month-to-month,159.69,3,Electronic check,Yes,Yes,Yes,Fiber optic
CUST-11983,1,1,Month-to-month,163.06,2,Electronic check,No,No,No,Fiber optic
CUST-11984,1,1,Month-to-month,91.02,3,Credit card (automatic),No,No,No,Fiber optic
CUST-11985,4,1,Month-to-month,197.45,1,Bank transfer (automatic),No,Yes,No,DSL
CUST-11986,13,1,One year,54.04,1,Electronic check,Yes,No,No,No
CUST-11987,11,1,Month-to-month,119.97,0,Credit card (automatic),Yes,No,No,No
CUST-11988,1,1,Month-to-month,205.04,1,Electronic check,Yes,Yes,No,Fiber optic
CUST-11989,43,0,One year,161.78,4,Credit card (automatic),No,Yes,No,Fiber optic
CUST-11990,3,1,One year,101.23,1,Credit card (automatic),No,No,No,Fiber optic
CUST-11991,2,1,Month-to-month,187.99,2,Credit card (automatic),Yes,Yes,Yes,No
CUST-11992,4,1,One year,162.48,2,Bank transfer (automatic),Yes,No,No,DSL
CUST-11993,3,1,Month-to-month,208.25,1,Bank transfer (automatic),Yes,No,No,Fiber optic
CUST-11994,16,1,One year,196.01,3,Electronic check,Yes,No,No,No
CUST-11995,28,0,One year,171.02,1,Bank transfer (automatic),No,Yes,No,Fiber optic
CUST-11996,17,1,Two year,146.64,0,Electronic check,No,No,Yes,No
CUST-11997,9,1,Month-to-month,75.64,5,Bank transfer (automatic),Yes,Yes,No,Fiber optic
CUST-11998,12,1,Month-to-month,101.27,1,Electronic check,Yes,Yes,No,Fiber optic
CUST-11999,14,1,Month-to-month,132.82,1,Credit card (automatic),No,No,Yes,DSL
CUST-12000,12,1,Month-to-month,168.86,1,Electronic check,Yes,Yes,Yes,No
CUST-12001,7,1,Month-to-month,151.74,1,Electronic check,Yes,Yes,Yes,No
CUST-12002,48,0,Two year,106.64,1,Bank transfer (automatic),No,Yes,No,DSL
CUST-12003,7,1,Month-to-month,50.29,0,Bank transfer (automatic),No,No,Yes,Fiber optic
CUST-12004,4,1,Month-to-month,148.25,2,Credit card (automatic),No,Yes,Yes,Fiber optic
CUST-12005,20,0,One year,106.13,2,Bank transfer (automatic),Yes,No,Yes,No
CUST-12006,18,1,Month-to-month,195.92,1,Bank transfer (automatic),Yes,No,No,DSL
CUST-12007,17,1,One year,53.79,3,Electronic check,Yes,No,No,DSL
CUST-12008,9,1,Month-to-month,165.97,1,Electronic check,Yes,No,No,Fiber optic
CUST-12009,4,1,Month-to-month,237.29,0,Electronic check,No,Yes,No,DSL
CUST-12010,5,1,Month-to-month,83.88,3,Credit card (automatic),Yes,Yes,Yes,Fiber optic
CUST-12011,3,1,Month-to-month,143.33,3,Electronic check,No,Yes,No,DSL
CUST-12012,56,0,Two year,67.28,0,Electronic check,Yes,Yes,No,No
CUST-12013,6,1,Month-to-month,174.14,1,Electronic check,Yes,No,Yes,DSL
CUST-12014,10,1,One year,159.11,2,Electronic check,No,Yes,No,DSL
CUST-12015,2,1,Month-to-month,130.47,1,Bank transfer (automatic),Yes,Yes,Yes,Fiber optic
CUST-12016,13,0,Month-to-month,153.28,0,Electronic check,Yes,No,Yes,Fiber optic
CUST-12017,5,1,Two year,228.31,0,Credit card (automatic),Yes,No,No,No
CUST-12018,6,1,Month-to-month,88.26,2,Credit card (automatic),Yes,No,No,Fiber optic
CUST-12019,14,0,One year,53.51,3,Credit card (automatic),Yes,No,Yes,No
CUST-12020,26,1,Two year,221.33,0,Electronic check,Yes,No,No,DSL
CUST-12021,41,1,One year,164.42,0,Electronic check,No,No,No,DSL
CUST-12022,59,0,Two year,227.13,1,Electronic check,No,Yes,No,No
CUST-12023,13,1,Month-to-month,168.39,3,Credit card (automatic),Yes,No,No,DSL
CUST-12024,4,1,Month-to-month,211.03,0,Electronic check,Yes,No,No,No
CUST-12025,3,1,Month-to-month,134.93,5,Credit card (automatic),No,Yes,No,Fiber optic
CUST-12026,35,0,One year,198.97,1,Credit card (automatic),Yes,Yes,No,DSL
CUST-12027,47,0,Two year,231.61,1,Credit card (automatic),No,No,Yes,DSL
CUST-12028,16,1,Month-to-month,163.42,3,Credit card (automatic),No,No,No,Fiber optic
CUST-12029,62,0,One year,85.16,1,Credit card (automatic),Yes,Yes,No,DSL
CUST-12030,2,1,Month-to-month,102.76,0,Bank transfer (automatic),No,Yes,Yes,DSL
CUST-12031,1,1,One year,88.73,1,Electronic check,No,No,No,No
CUST-12032,11,1,Month-to-month,98.37,1,Bank transfer (automatic),No,No,Yes,Fiber optic
CUST-12033,69,0,Two year,110.28,1,Bank transfer (automatic),Yes,Yes,No,DSL
CUST-12034,49,1,One year,160.03,2,Credit card (automatic),Yes,Yes,Yes,Fiber optic
CUST-12035,2,1,Month-to-month,166.6,1,Electronic check,No,No,No,DSL
CUST-12036,13,1,Month-to-month,134.3,0,Credit card (automatic),Yes,Yes,Yes,DSL
CUST-12037,3,1,Month-to-month,172.08,2,Electronic check,No,No,Yes,DSL
CUST-12038,4,1,Month-to-month,65.31,1,Electronic check,Yes,Yes,No,Fiber optic
CUST-12039,4,1,Month-to-month,66.56,2,Electronic check,Yes,Yes,No,Fiber optic
CUST-12040,16,0,Two year,83.37,2,Electronic check,No,Yes,No,Fiber optic
CUST-12041,14,1,One year,152.62,1,Credit card (automatic),No,Yes,Yes,Fiber optic
CUST-12042,17,0,One year,91.8,1,Bank transfer (automatic),No,Yes,No,DSL
CUST-12043,4,1,Month-to-month,105.66,0,Electronic check,No,Yes,No,No
CUST-12044,45,0,Two year,129.06,2,Bank transfer (automatic),Yes,No,No,Fiber optic
CUST-12045,29,1,One year,211.37,1,Bank transfer (automatic),Yes,Yes,No,Fiber optic
CUST-12046,11,0,Month-to-month,51.77,4,Bank transfer (automatic),No,No,No,DSL
CUST-12047,4,1,One year,178.88,1,Bank transfer (automatic),Yes,Yes,No,DSL
CUST-12048,5,1,One year,182.78,3,Credit card (automatic),No,No,No,Fiber optic
CUST-12049,7,1,Month-to-month,208.73,1,Electronic check,Yes,Yes,No,Fiber optic
CUST-12050,4,1,Month-to-month,235.55,2,Credit card (automatic),Yes,Yes,No,Fiber optic
CUST-12051,2,1,Month-to-month,53.03,2,Credit card (automatic),Yes,No,No,Fiber optic
CUST-12052,3,1,Month-to-month,79.76,4,Bank transfer (automatic),Yes,No,No,Fiber optic
CUST-12053,58,0,Two year,226.23,1,Bank transfer (automatic),No,No,Yes,Fiber optic
CUST-12054,3,1,Two year,140.7,0,Credit card (automatic),No,No,No,DSL
CUST-12055,6,1,One year,161.92,3,Electronic check,No,No,No,DSL
CUST-12056,2,1,Month-to-month,181.61,6,Electronic check,Yes,Yes,No,Fiber optic
CUST-12057,4,1,Month-to-month,184.81,1,Electronic check,Yes,No,No,DSL
CUST-12058,2,1,One year,235.35,0,Credit card (automatic),Yes,No,No,DSL
CUST-12059,8,1,One year,248.39,1,Credit card (automatic),Yes,No,No,No
CUST-12060,6,1,Month-to-month,193.03,1,Bank transfer (automatic),Yes,No,No,Fiber optic
CUST-12061,12,0,One year,106.44,0,Credit card (automatic),Yes,Yes,No,DSL
CUST-12062,53,0,Two year,224.95,1,Bank transfer (automatic),Yes,Yes,No,DSL
CUST-12063,15,1,Month-to-month,58.84,1,Credit card (automatic),Yes,No,No,Fiber optic
CUST-12064,5,1,Month-to-month,95.22,4,Bank transfer (automatic),Yes,No,No,No
CUST-12065,16,0,Two year,228.48,4,Electronic check,Yes,No,No,DSL
CUST-12066,4,1,Month-to-month,100.24,2,Bank transfer (automatic),Yes,No,No,DSL
CUST-12067,9,1,Month-to-month,93.13,0,Credit card (automatic),Yes,Yes,No,Fiber optic
CUST-12068,6,1,Month-to-month,76.63,1,Electronic check,No,Yes,Yes,Fiber optic
CUST-12069,4,1,Month-to-month,220.82,1,Electronic check,Yes,Yes,No,DSL
CUST-12070,8,1,One year,149.01,2,Bank transfer (automatic),No,No,No,Fiber optic
CUST-12071,14,1,One year,183.98,0,Electronic check,Yes,No,Yes,DSL
CUST-12072,4,1,Month-to-month,96.81,5,Credit card (automatic),No,Yes,No,Fiber optic
CUST-12073,8,1,Two year,200.61,2,Electronic check,Yes,No,Yes,DSL
CUST-12074,62,1,Two year,201.0,2,Credit card (automatic),No,Yes,No,DSL
CUST-12075,26,0,Two year,111.52,1,Bank transfer (automatic),Yes,Yes,No,Fiber optic
CUST-12076,4,1,Month-to-month,131.14,1,Credit card (automatic),No,No,No,DSL
CUST-12077,8,1,Month-to-month,90.94,0,Credit card (automatic),Yes,Yes,No,Fiber optic
CUST-12078,20,1,Two year,244.31,3,Bank transfer (automatic),Yes,No,No,Fiber optic
CUST-12079,5,1,One year,178.12,4,Bank transfer (automatic),No,No,No,Fiber optic
CUST-12080,1,1,Month-to-month,235.91,2,Bank transfer (automatic),Yes,No,Yes,Fiber optic
CUST-12081,4,1,Month-to-month,109.68,1,Credit card (automatic),No,Yes,Yes,Fiber optic
CUST-12082,2,1,Month-to-month,205.38,3,Electronic check,Yes,No,No,No
CUST-12083,27,0,Two year,202.17,1,Credit card (automatic),Yes,No,No,Fiber optic
CUST-12084,27,1,One year,187.33,2,Bank transfer (automatic),No,No,Yes,Fiber optic
CUST-12085,2,1,Month-to-month,242.13,1,Electronic check,Yes,No,No,Fiber optic
CUST-12086,27,1,Month-to-month,127.71,0,Electronic check,Yes,Yes,No,Fiber optic
CUST-12087,14,0,One year,75.14,0,Electronic check,No,Yes,No,DSL
CUST-12088,24,0,Two year,183.34,3,Credit card (automatic),No,No,No,Fiber optic
CUST-12089,10,1,Month-to-month,194.86,2,Bank transfer (automatic),No,No,No,DSL
CUST-12090,30,1,One year,164.01,0,Electronic check,Yes,Yes,No,Fiber optic
CUST-12091,19,0,Two year,90.36,3,Credit card (automatic),Yes,Yes,No,No
CUST-12092,2,1,Month-to-month,149.89,1,Bank transfer (automatic),Yes,No,No,Fiber optic
CUST-12093,11,0,One year,111.44,1,Electronic check,Yes,Yes,No,DSL
CUST-12094,7,1,Month-to-month,134.49,1,Credit card (automatic),No,Yes,Yes,DSL
CUST-12095,65,0,Two year,178.04,1,Bank transfer (automatic),Yes,Yes,Yes,Fiber optic
CUST-12096,9,0,One year,198.04,2,Bank transfer (automatic),Yes,Yes,Yes,DSL
CUST-12097,14,1,One year,95.44,0,Electronic check,Yes,No,No,DSL
CUST-12098,49,1,Two year,130.07,0,Electronic check,No,Yes,No,Fiber optic
CUST-12099,2,1,Month-to-month,102.83,1,Electronic check,No,Yes,No,DSL
CUST-12100,60,0,Two year,88.73,1,Bank transfer (automatic),No,Yes,No,No
CUST-12101,58,0,One year,205.68,1,Bank transfer (automatic),Yes,Yes,No,DSL
CUST-12102,15,0,Month-to-month,230.85,1,Credit card (automatic),No,No,No,No
CUST-12103,26,1,One year,123.05,3,Electronic check,No,Yes,No,Fiber optic
CUST-12104,1,1,Two year,199.26,2,Electronic check,Yes,No,Yes,DSL
CUST-12105,20,1,Month-to-month,228.4,2,Credit card (automatic),Yes,Yes,No,No
CUST-12106,36,1,Two year,218.22,0,Credit card (automatic),Yes,Yes,No,Fiber optic
CUST-12107,53,0,Two year,85.56,0,Bank transfer (automatic),Yes,Yes,No,No
CUST-12108,1,1,Month-to-month,240.26,2,Credit card (automatic),No,Yes,No,Fiber optic
CUST-12109,36,0,Two year,124.34,0,Electronic check,Yes,No,Yes,No
CUST-12110,9,1,Month-to-month,116.85,2,Electronic check,Yes,Yes,No,Fiber optic
CUST-12111,8,1,Month-to-month,61.49,3,Electronic check,No,No,No,Fiber optic
CUST-12112,4,1,Month-to-month,146.23,3,Electronic check,No,Yes,Yes,No
CUST-12113,53,0,Two year,70.8,1,Electronic check,No,Yes,No,Fiber optic
CUST-12114,21,1,One year,98.71,2,Electronic check,Yes,Yes,No,Fiber optic
CUST-12115,2,1,Month-to-month,112.39,1,Electronic check,Yes,No,No,Fiber optic
CUST-12116,5,1,Month-to-month,210.77,3,Electronic check,Yes,Yes,No,DSL
CUST-12117,6,1,One year,224.1,2,Bank transfer (automatic),Yes,Yes,No,No
CUST-12118,7,1,Month-to-month,109.49,1,Electronic check,Yes,Yes,Yes,Fiber optic
CUST-12119,1,1,Two year,220.74,2,Credit card (automatic),Yes,Yes,No,DSL
CUST-12120,7,0,Two year,220.45,0,Bank transfer (automatic),Yes,No,No,Fiber optic
CUST-12121,23,1,One year,201.93,1,Credit card (automatic),Yes,No,No,DSL
CUST-12122,39,0,Two year,78.34,0,Bank transfer (automatic),Yes,No,Yes,Fiber optic
CUST-12123,3,1,Month-to-month,187.06,0,Electronic check,No,No,No,Fiber optic
CUST-12124,34,1,Two year,238.0,2,Bank transfer (automatic),No,No,No,Fiber optic
CUST-12125,13,0,One year,185.51,3,Bank transfer (automatic),Yes,Yes,No,DSL
CUST-12126,47,0,One year,115.32,2,Bank transfer (automatic),Yes,No,Yes,No
CUST-12127,7,1,Month-to-month,149.12,2,Electronic check,Yes,Yes,Yes,DSL
CUST-12128,9,0,Two year,178.15,0,Electronic check,Yes,Yes,Yes,Fiber optic
CUST-12129,4,1,Month-to-month,151.11,1,Electronic check,Yes,No,No,DSL
CUST-12130,1,1,Month-to-month,72.99,0,Credit card (automatic),No,No,Yes,DSL
CUST-12131,5,1,Month-to-month,111.41,1,Bank transfer (automatic),No,No,No,Fiber optic
CUST-12132,25,1,One year,209.48,3,Electronic check,No,No,No,Fiber optic
CUST-12133,17,1,One year,221.28,1,Credit card (automatic),No,Yes,No,Fiber optic
CUST-12134,40,0,One year,76.46,0,Credit card (automatic),No,Yes,No,DSL
CUST-12135,26,1,Two year,239.48,1,Credit card (automatic),Yes,Yes,No,DSL
CUST-12136,3,1,Month-to-month,114.76,0,Bank transfer (automatic),No,No,No,DSL
CUST-12137,4,1,One year,181.46,0,Bank transfer (automatic),Yes,No,No,Fiber optic
CUST-12138,4,1,Month-to-month,199.37,1,Electronic check,No,Yes,Yes,Fiber optic
CUST-12139,8,0,Two year,211.39,0,Credit card (automatic),Yes,Yes,Yes,No
CUST-12140,36,1,Two year,238.15,2,Electronic check,Yes,Yes,No,Fiber optic
CUST-12141,38,1,One year,111.58,0,Credit card (automatic),No,No,No,No
CUST-12142,40,1,One year,220.7,4,Bank transfer (automatic),Yes,No,Yes,DSL
CUST-12143,22,1,Month-to-month,75.34,1,Bank transfer (automatic),Yes,Yes,No,Fiber optic
CUST-12144,6,1,Month-to-month,190.01,3,Credit card (automatic),Yes,No,No,DSL
CUST-12145,40,1,Two year,197.4,0,Electronic check,Yes,No,Yes,No
CUST-12146,3,1,Month-to-month,184.54,3,Electronic check,No,Yes,No,Fiber optic
CUST-12147,34,1,Month-to-month,99.46,1,Credit card (automatic),No,No,Yes,No
CUST-12148,1,1,Month-to-month,223.61,2,Electronic check,Yes,Yes,No,Fiber optic
CUST-12149,12,1,Two year,82.77,3,Credit card (automatic),Yes,Yes,No,DSL
CUST-12150,4,1,Month-to-month,59.73,2,Electronic check,No,Yes,No,No
CUST-12151,8,1,Month-to-month,192.49,0,Electronic check,Yes,No,No,No
CUST-12152,1,1,One year,144.1,1,Electronic check,Yes,No,No,DSL
CUST-12153,39,0,Two year,218.82,2,Bank transfer (automatic),Yes,Yes,No,DSL
CUST-12154,6,1,Month-to-month,125.68,2,Bank transfer (automatic),No,No,No,Fiber optic
CUST-12155,6,1,Month-to-month,82.66,1,Electronic check,Yes,Yes,No,Fiber optic
CUST-12156,3,1,Month-to-month,216.29,0,Electronic check,Yes,No,No,Fiber optic
CUST-12157,5,1,Month-to-month,158.78,2,Credit card (automatic),Yes,No,No,Fiber optic
CUST-12158,1,1,Month-to-month,86.84,3,Electronic check,Yes,Yes,No,Fiber optic
CUST-12159,3,1,One year,193.08,5,Credit card (automatic),Yes,Yes,Yes,Fiber optic
CUST-12160,14,1,One year,151.22,1,Bank transfer (automatic),Yes,No,Yes,No
CUST-12161,40,1,One year,169.86,1,Credit card (automatic),Yes,Yes,No,DSL
CUST-12162,10,1,Month-to-month,141.18,1,Credit card (automatic),Yes,No,Yes,Fiber optic
CUST-12163,32,0,Two year,214.74,1,Credit card (automatic),Yes,No,No,No
CUST-12164,4,1,Month-to-month,214.91,4,Bank transfer (automatic),No,No,No,Fiber optic
CUST-12165,39,0,Two year,190.88,1,Bank transfer (automatic),No,Yes,No,DSL
CUST-12166,13,1,One year,70.08,3,Credit card (automatic),Yes,Yes,No,DSL
CUST-12167,1,1,Month-to-month,216.77,0,Electronic check,Yes,Yes,No,Fiber optic
CUST-12168,19,0,One year,183.2,1,Credit card (automatic),Yes,No,No,DSL
CUST-12169,4,1,Month-to-month,188.4,1,Electronic check,No,Yes,Yes,Fiber optic
CUST-12170,53,1,One year,121.6,1,Credit card (automatic),No,Yes,No,Fiber optic
CUST-12171,4,1,Month-to-month,224.86,1,Credit card (automatic),Yes,No,Yes,Fiber optic
CUST-12172,4,1,Month-to-month,194.07,3,Electronic check,No,No,No,No
CUST-12173,26,0,Two year,71.52,0,Electronic check,No,Yes,No,DSL
CUST-12174,1,1,Month-to-month,130.56,3,Credit card (automatic),No,No,No,DSL
CUST-12175,18,0,Two year,226.28,2,Bank transfer (automatic),Yes,No,No,DSL
CUST-12176,4,1,Month-to-month,58.44,1,Credit card (automatic),Yes,Yes,Yes,Fiber optic
CUST-12177,4,1,One year,241.28,3,Credit card (automatic),Yes,Yes,No,DSL
CUST-12178,3,1,One year,184.83,1,Electronic check,No,No,Yes,Fiber optic
CUST-12179,9,0,One year,175.28,2,Credit card (automatic),No,No,No,Fiber optic
CUST-12180,14,1,Month-to-month,103.11,1,Credit card (automatic),Yes,Yes,No,DSL
CUST-12181,18,1,Month-to-month,98.76,0,Credit card (automatic),Yes,Yes,No,Fiber optic
CUST-12182,14,1,Month-to-month,237.41,1,Electronic check,Yes,Yes,No,Fiber optic
CUST-12183,6,1,Month-to-month,108.65,1,Credit card (automatic),Yes,No,No,No
CUST-12184,28,1,One year,204.1,0,Electronic check,Yes,Yes,Yes,DSL
CUST-12185,69,0,Two year,127.62,1,Electronic check,Yes,Yes,No,DSL
CUST-12186,67,0,Two year,76.85,1,Bank transfer (automatic),Yes,No,No,Fiber optic
CUST-12187,8,1,One year,51.14,3,Electronic check,No,No,No,Fiber optic
CUST-12188,28,0,Two year,157.85,1,Electronic check,Yes,No,No,DSL
